No,words,transliteration,chinese,example sentence
877,in attendance,/ɪn əˈtendəns/,出席；在场,Many guests were in attendance.
878,sit down,/sɪt daʊn/,坐下,Please sit down and wait.
879,install,/ɪnˈstɔːl/,v. 安装；设置,We install a new air conditioner.
880,faint,/feɪnt/,adj. 微弱的；v. 晕倒,She felt faint and rested.
881,cancellation,/ˌkænsəˈleɪʃn/,n. 取消,The cancellation notice was sent.
882,rural,/ˈrʊərəl/,adj. 农村的；乡村的,He lives in a rural area.
883,specialize,/ˈspeʃəlaɪz/,v. 专门从事；专攻,She specializes in English teaching.
884,unless,/ənˈles/,conj. 除非,I won’t go unless you come.
885,rescue,/ˈreskjuː/,v./n. 营救,Firefighters rescue people from fire.
886,partition,/pɑːˈtɪʃn/,n. 隔断；分隔,A partition divides the room.
887,adhere,/ədˈhɪə(r)/,v. 坚持；粘附,Adhere to the rules strictly.
888,casualty,/ˈkæʒuəlti/,n. 伤亡人员,There were no casualty in the accident.
889,abolish,/əˈbɒlɪʃ/,v. 废除；废止,They abolish the old law.
890,check up,/tʃek ʌp/,n. 检查；体检,I need a medical check up.
891,diagram,/ˈdaɪəɡræm/,n. 图表；图解,Look at the diagram carefully.
892,be anxious about,/bi ˈæŋkʃəs əˈbaʊt/,担忧,I am anxious about his safety.
893,reconsider,/ˌriːkənˈsɪdə(r)/,v. 重新考虑,Please reconsider your decision.
894,fill,/fɪl/,v. 装满；填充,Fill the bottle with water.
895,compliance,/kəmˈplaɪəns/,n. 遵守；服从,Ensure compliance with the law.
896,stale,/steɪl/,adj. 不新鲜的；陈腐的,The bread is stale.
897,gym,/dʒɪm/,n. 健身房,I go to the gym every day.
898,prominent,/ˈprɒmɪnənt/,adj. 突出的；显著的,He is a prominent scientist.
899,impractical,/ɪmˈpræktɪkl/,adj. 不切实际的,The plan is impractical.
900,proof,/pruːf/,n. 证明；证据,Show me proof of your identity.
901,deregulate,/ˌdiːˈreɡjuleɪt/,v. 解除管制,The government deregulates the industry.
902,moisture,/ˈmɔɪstʃə(r)/,n. 水分；湿度,Plants need moisture to grow.
903,distraction,/dɪˈstrækʃn/,n. 分心；干扰,Phone is a distraction at work.
904,misleading,/ˌmɪsˈliːdɪŋ/,adj. 误导性的,The advertisement is misleading.
905,restore,/rɪˈstɔː(r)/,v. 恢复；修复,We restore the old building.
906,put into action,/pʊt ˈɪntu ˈækʃn/,实施；付诸行动,Put your plan into action.
907,correspondence,/ˌkɒrəˈspɒndəns/,n. 通信；信件,I keep all business correspondence.
908,workmanship,/ˈwɜːkmənʃɪp/,n. 工艺；手艺,The workmanship is excellent.
909,impeach,/ɪmˈpiːtʃ/,v. 弹劾；控告,Congress may impeach the official.
910,escort,/ˈeskɔːt/,n. 护送者；v. 护送,Police escort the VIP safely.
911,loan,/ləʊn/,n./v. 贷款；借出,He applied for a bank loan.
912,bilateral,/ˌbaɪˈlætərəl/,adj. 双边的,They signed a bilateral agreement.
913,interact,/ˌɪntərˈækt/,v. 互动；交流,Children interact with each other.
914,civic,/ˈsɪvɪk/,adj. 市民的；公民的,He participates in civic activities.
915,accept,/əkˈsept/,v. 接受；同意,I accept your apology.
916,compare,/kəmˈpeə(r)/,v. 比较；对比,Compare the two plans carefully.
917,hesitate,/ˈhezɪteɪt/,v. 犹豫；迟疑,Don’t hesitate to ask for help.
918,be devoted to,/bi dɪˈvəʊtɪd tu/,致力于；献身于,She is devoted to her work.
919,tune in,/tjuːn ɪn/,收听；收看,Tune in to the news at 8.
920,pass up,/pɑːs ʌp/,放弃；错过,Don’t pass up this chance.
921,insubordinate,/ˌɪnsəˈbɔːdɪnət/,adj. 不服从的,He was fired for being insubordinate.
922,unveil,/ˌʌnˈveɪl/,v. 揭幕；公布,They unveiled the new product.
923,resistance,/rɪˈzɪstəns/,n. 抵抗；阻力,There is strong resistance to the plan.
924,latitude,/ˈlætɪtjuːd/,n. 纬度；自由度,He has latitude in decision-making.
925,expiration,/ˌekspəˈreɪʃn/,n. 过期；失效,Check the expiration date.
926,infrastructure,/ˈɪnfrəstrʌktʃə(r)/,n. 基础设施,The city’s infrastructure is good.
927,dine,/daɪn/,v. 进餐；用餐,We dine out on weekends.
928,well done,/wel dʌn/,做得好；全熟（牛排）,Well done! You did a great job.
929,formula,/ˈfɔːmjələ/,n. 公式；配方,This is the math formula.
930,consequence,/ˈkɒnsɪkwəns/,n. 后果；结果,You must face the consequence.
931,surrender,/səˈrendə(r)/,v./n. 投降；放弃,They decided to surrender.
932,convince,/kənˈvɪns/,v. 说服；使确信,I convince him to join us.
933,self addressed,/self əˈdrest/,adj. 写明自己地址的,Please use a self addressed envelope.
934,dispute,/dɪˈspjuːt/,n./v. 争议；争论,They settled the dispute.
935,modest,/ˈmɒdɪst/,adj. 谦虚的；适度的,He is a modest person.
936,discuss,/dɪˈskʌs/,v. 讨论；商量,We discuss the project today.
937,occupancy,/ˈɒkjəpənsi/,n. 占用；入住率,The hotel has high occupancy.
938,deregulation,/ˌdiːˌreɡjuˈleɪʃn/,n. 解除管制,Deregulation boosted the industry.
939,troubleshoot,/ˈtrʌblʃuːt/,v. 排除故障；解决问题,He can troubleshoot computer errors.
940,mark down,/mɑːk daʊn/,降价；记下,Stores mark down goods in sales.
941,dictate,/dɪkˈteɪt/,v. 口述；命令,Dictate the letter to me.
942,watercolor,/ˈwɔːtəkʌlə(r)/,n. 水彩画,She paints in watercolor.
943,well known,/wel nəʊn/,adj. 著名的,He is a well known writer.
944,quota,/ˈkwəʊtə/,n. 配额；限额,We met our export quota.
945,donate,/dəʊˈneɪt/,v. 捐赠,They donate money to charity.
946,meet the demand,/miːt ðə dɪˈmɑːnd/,满足需求,We produce more to meet the demand.
947,enforce,/ɪnˈfɔːs/,v. 执行；强制,Police enforce the law.
948,difficult,/ˈdɪfɪkəlt/,adj. 困难的,It is a difficult task.
949,conference,/ˈkɒnfərəns/,n. 会议；研讨会,We hold a weekly conference.
950,particular,/pəˈtɪkjələ(r)/,adj. 特别的；挑剔的,She is particular about details.
951,persecute,/ˈpɜːsɪkjuːt/,v. 迫害；困扰,They were persecuted for their beliefs.
952,endorse,/ɪnˈdɔːs/,v. 支持；背书,I endorse your proposal.
953,agency,/ˈeɪdʒənsi/,n. 代理；机构,He works at a travel agency.
954,continuing education,/kənˈtɪnjuɪŋ ˌedʒuˈkeɪʃn/,继续教育,She takes continuing education courses.
955,tireless,/ˈtaɪələs/,adj. 不知疲倦的,He made tireless efforts.
956,intersection,/ˌɪntəˈsekʃn/,n. 十字路口；交叉点,Turn left at the intersection.
957,typical,/ˈtɪpɪkl/,adj. 典型的,This is a typical example.
958,mode,/məʊd/,n. 模式；方式,Switch to sleep mode.
959,impair,/ɪmˈpeə(r)/,v. 损害；削弱,Alcohol can impair judgment.
960,diet,/ˈdaɪət/,n. 饮食；节食,A balanced diet is healthy.
961,instead,/ɪnˈsted/,adv. 代替；反而,I will go instead of you.
962,pleasure,/ˈpleʒə(r)/,n. 快乐；荣幸,It’s my pleasure to help.
963,admirable,/ˈædmərəbl/,adj. 令人钦佩的,His courage is admirable.
964,production,/prəˈdʌkʃn/,n. 生产；制作,Production has increased.
965,eliminate,/ɪˈlɪmɪneɪt/,v. 消除；排除,We eliminate unnecessary costs.
966,control,/kənˈtrəʊl/,v./n. 控制；管理,Control your temper.
967,leaflet,/ˈliːflət/,n. 传单；小册子,They handed out leaflets.
968,recover,/rɪˈkʌvə(r)/,v. 恢复；康复,She recovered from illness.
969,empty,/ˈempti/,adj. 空的；v. 倒空,The box is empty.
970,from top to bottom,/frəm tɒp tu ˈbɒtəm/,从上到下；彻底,I cleaned the room from top to bottom.
971,subjective,/səbˈdʒektɪv/,adj. 主观的,His opinion is subjective.
972,reproduce,/ˌriːprəˈdjuːs/,v. 复制；繁殖,We can reproduce the document.
973,amateur,/ˈæmətə(r)/,n./adj. 业余（的）,He is an amateur photographer.
974,remark,/rɪˈmɑːk/,n./v. 评论；谈论,He made a funny remark.
975,illegal,/ɪˈliːɡl/,adj. 非法的,It is illegal to park here.
976,amusement,/əˈmjuːzmənt/,n. 娱乐；乐趣,The park is for amusement.
977,janitor,/ˈdʒænɪtə(r)/,n. 门卫；清洁工,The janitor locks the door.
978,session,/ˈseʃn/,n. 会议；时段,We have a training session.
979,get through,/ɡet θruː/,通过；度过,I get through the exam.
980,principle,/ˈprɪnsəpl/,n. 原则；原理,Stick to your principle.
981,ward,/wɔːd/,n. 病房；选区,She is in the hospital ward.
982,satellite,/ˈsætəlaɪt/,n. 卫星,A satellite transmits signals.
983,impending,/ɪmˈpendɪŋ/,adj. 即将发生的,There is an impending storm.
984,lawsuit,/ˈlɔːsuːt/,n. 诉讼；官司,He filed a lawsuit against the company.
985,unanimous,/juˈnænɪməs/,adj. 一致的；全体同意的,The decision was unanimous.
986,payment,/ˈpeɪmənt/,n. 付款；支付,Make the payment online.
987,ineligible,/ɪnˈelɪdʒəbl/,adj. 不合格的；无资格的,He is ineligible for the scholarship.
988,colleague,/ˈkɒliːɡ/,n. 同事,My colleague helped me.
989,empathy,/ˈempəθi/,n. 共情；同理心,She has great empathy.
990,reduce,/rɪˈdjuːs/,v. 减少；降低,We reduce waste.
991,issue,/ˈɪʃuː/,n. 问题；v. 发布,This is a serious issue.
992,wiring,/ˈwaɪərɪŋ/,n. 线路；接线,Check the electrical wiring.
993,statute,/ˈstætʃuːt/,n. 法令；法规,Follow the statute strictly.
994,prestige,/preˈstiːʒ/,n. 声望；威望,The university has high prestige.
995,mildly,/ˈmaɪldli/,adv. 温和地；稍微,I am mildly surprised.
996,chronic,/ˈkrɒnɪk/,adj. 慢性的；长期的,He has a chronic disease.
997,interest,/ˈɪntrəst/,n. 兴趣；利息,I have interest in music.
998,discrepancy,/dɪsˈkrepənsi/,n. 差异；不符,There is a discrepancy in the data.
999,complex,/ˈkɒmpleks/,adj. 复杂的,The problem is complex.
1000,assent,/əˈsent/,n./v. 同意；赞成,He gave his assent to the plan.
1001,landlord,/ˈlændlɔːd/,n. 房东；地主,The landlord raised the rent.
1002,confuse,/kənˈfjuːz/,v. 使困惑；混淆,Don’t confuse the two words.
1003,deliver,/dɪˈlɪvə(r)/,v. 递送；交付,We deliver goods on time.
1004,letterhead,/ˈletəhed/,n. 信头；信纸,Write on company letterhead.
1005,nature,/ˈneɪtʃə(r)/,n. 自然；本性,Love and protect nature.
1006,default,/dɪˈfɔːlt/,n./v. 违约；默认,"He failed to pay, in default."
1007,partial coverage,/ˈpɑːʃl ˈkʌvərɪdʒ/,部分承保,The insurance offers partial coverage.
1008,acquit,/əˈkwɪt/,v. 宣判无罪,The court acquitted him.
1009,condense,/kənˈdens/,v. 浓缩；精简,Condense the report to 2 pages.
1010,term,/tɜːm/,n. 术语；学期；条款,This is a legal term.
1011,overprice,/ˌəʊvəˈpraɪs/,v. 定价过高,The goods are overpriced.
1012,flat tire,/flæt ˈtaɪə(r)/,瘪胎；爆胎,I had a flat tire on the way.
1013,pack,/pæk/,v. 打包；包装,Pack your luggage quickly.
1014,delicacy,/ˈdelɪkəsi/,n. 美味；佳肴；精致,Snails are a local delicacy.
1015,violate,/ˈvaɪəleɪt/,v. 违反；侵犯,He violated the traffic rules.
1016,consequent,/ˈkɒnsɪkwənt/,adj. 随之发生的,The flood and consequent damage.
1017,streamline,/ˈstriːmlaɪn/,v. 精简；使效率更高,We streamline the workflow.
1018,informative,/ɪnˈfɔːmətɪv/,adj. 信息丰富的；有益的,The lecture is informative.
1019,complete,/kəmˈpliːt/,adj. 完整的 v. 完成,Please complete the form.
1020,arrival at a conclusion,/əˈraɪvl æt ə kənˈkluːʒn/,得出结论,We led to the arrival at a conclusion.
1021,copyright,/ˈkɒpiraɪt/,n. 版权,This book is under copyright.
1022,radiation,/ˌreɪdiˈeɪʃn/,n. 辐射,Avoid nuclear radiation.
1023,suffer,/ˈsʌfə(r)/,v. 遭受；受苦,She suffered from a cold.
1024,thereby,/ˌðeəˈbaɪ/,adv. 因此；从而,"He won, thereby gaining respect."
1025,concord,/ˈkɒŋkɔːd/,n. 和谐；一致,Live in concord with others.
1026,grace,/ɡreɪs/,n. 优雅；恩典,She moves with grace.
1027,take over,/teɪk ˈəʊvə(r)/,接管；接手,He will take over the company.
1028,broadcast,/ˈbrɔːdkɑːst/,v./n. 广播；播出,They broadcast the news live.
1029,document,/ˈdɒkjumənt/,n. 文件 v. 记录,Sign the official document.
1030,renew,/rɪˈnjuː/,v. 更新；续期,Renew your passport on time.
1031,subscriber,/səbˈskraɪbə(r)/,n. 订阅者；用户,He is a subscriber to the magazine.
1032,give a view of,/ɡɪv ə vjuː ɒv/,展示；概述,The chart gives a view of sales.
1033,highlight,/ˈhaɪlaɪt/,v. 强调 n. 亮点,Highlight the important points.
1034,annual,/ˈænjuəl/,adj. 年度的,This is our annual meeting.
1035,reliant,/rɪˈlaɪənt/,adj. 依赖的,He is reliant on his parents.
1036,approve,/əˈpruːv/,v. 批准；赞成,The boss approved the plan.
1037,pedestrian,/pəˈdestriən/,n. 行人 adj. 行人的,Watch for pedestrian crossing.
1038,constant,/ˈkɒnstənt/,adj. 持续的；恒定的,She is in constant pain.
1039,inject,/ɪnˈdʒekt/,v. 注射；注入,Doctors inject the vaccine.
1040,circulate,/ˈsɜːkjəleɪt/,v. 循环；传播,Blood circulates in the body.
1041,migrate,/ˈmaɪɡreɪt/,v. 迁移；迁徙,Birds migrate in winter.
1042,contend,/kənˈtend/,v. 竞争；声称,They contend for the prize.
1043,practice,/ˈpræktɪs/,n./v. 练习；实践,Practice makes perfect.
1044,mattress,/ˈmætrəs/,n. 床垫,A soft mattress is comfortable.
1045,skilled,/skɪld/,adj. 熟练的；有技能的,He is a skilled worker.
1046,campaign,/kæmˈpeɪn/,n. 活动；战役,Launch a marketing campaign.
1047,legislation,/ˌledʒɪsˈleɪʃn/,n. 立法；法规,New legislation is passed.
1048,clerk,/klɑːk/,n. 职员；文员,She works as a bank clerk.
1049,present,/ˈpreznt/ /prɪˈzent/,adj. 目前的 v. 呈现,Present your report clearly.
1050,set up,/set ʌp/,建立；设立,They set up a new company.
1051,terminology,/ˌtɜːmɪˈnɒlədʒi/,n. 术语,Medical terminology is hard.
1052,disrupt,/dɪsˈrʌpt/,v. 扰乱；使中断,The storm disrupted traffic.
1053,surround,/səˈraʊnd/,v. 包围；环绕,Trees surround the house.
1054,appetite,/ˈæpətaɪt/,n. 食欲；欲望,Exercise improves your appetite.
1055,largely,/ˈlɑːdʒli/,adv. 大部分；主要地,The plan is largely successful.
1056,currency,/ˈkʌrənsi/,n. 货币；流通,Euro is a common currency.
1057,live up to,/lɪv ʌp tuː/,不辜负；达到,Live up to your promise.
1058,react,/riˈækt/,v. 反应；作出回应,How did you react to the news?
1059,modern,/ˈmɒdn/,adj. 现代的,This is a modern building.
1060,textile,/ˈtekstaɪl/,n. 纺织品,China exports textile goods.
1061,stroke,/strəʊk/,n. 中风；一击,He suffered a heart stroke.
1062,treatment,/ˈtriːtmənt/,n. 治疗；对待,Receive medical treatment.
1063,guest of honor,/ɡest ɒv ˈɒnə(r)/,贵宾；主宾,The mayor is the guest of honor.
1064,construction,/kənˈstrʌkʃn/,n. 建设；建筑物,Road construction is ongoing.
1065,bulky,/ˈbʌlki/,adj. 庞大的；笨重的,The furniture is bulky.
1066,inflation,/ɪnˈfleɪʃn/,n. 通货膨胀,Control the rate of inflation.
1067,alternative,/ɔːlˈtɜːnətɪv/,adj. 替代的 n. 选择,We have an alternative plan.
1068,positive,/ˈpɒzətɪv/,adj. 积极的；正面的,Keep a positive attitude.
1069,at the latest,/æt ðə ˈleɪtɪst/,最迟,Finish it by Friday at the latest.
1070,vogue,/vəʊɡ/,n. 时尚；流行,Short hair is in vogue.
1071,require,/rɪˈkwaɪə(r)/,v. 需要；要求,The job requires experience.
1072,formal,/ˈfɔːml/,adj. 正式的,Wear formal clothes to the party.
1073,distinctive,/dɪˈstɪŋktɪv/,adj. 独特的；有特色的,It has a distinctive style.
1074,scoop,/skuːp/,n. 勺子；独家新闻 v. 舀,Use a scoop to take sugar.
1075,debt,/det/,n. 债务；欠款,He is in heavy debt.
1076,distribute,/dɪˈstrɪbjuːt/,v. 分配；分发,Distribute the papers to students.
1077,international,/ˌɪntəˈnæʃnəl/,adj. 国际的,This is an international event.
1078,frustrate,/frʌˈstreɪt/,v. 使沮丧；挫败,The delay frustrated him.
1079,put off,/pʊt ɒf/,推迟,Don’t put off today’s work.
1080,historical,/hɪˈstɒrɪkl/,adj. 历史的,Visit historical sites.
1081,facility,/fəˈsɪləti/,n. 设施；设备,The hotel has good facilities.
1082,diplomacy,/dɪˈpləʊməsi/,n. 外交；手腕,He is good at diplomacy.
1083,handbook,/ˈhændbʊk/,n. 手册；指南,Read the user handbook.
1084,inflict,/ɪnˈflɪkt/,v. 使遭受；强加,Inflict pain on others.
1085,duplicate,/ˈdjuːplɪkət/ /ˈdjuːplɪkeɪt/,adj. 复制的 v. 复印,Make a duplicate copy.
1086,geography,/dʒiˈɒɡrəfi/,n. 地理,He studies geography.
1087,enact,/ɪˈnækt/,v. 颁布；制定（法律）,Enact a new law.
1088,cause,/kɔːz/,n. 原因 v. 导致,Smoking causes cancer.
1089,up to the minute,/ʌp tu ðə ˈmɪnɪt/,最新的,The news is up to the minute.
1090,defense,/dɪˈfens/,n. 防御；辩护,National defense is important.
1091,decease,/dɪˈsiːs/,n./v. 死亡；去世,He deceased last year.
1092,leisure,/ˈleʒə(r)/,n. 闲暇；休闲,Read books in your leisure time.
1093,amuse,/əˈmjuːz/,v. 逗乐；娱乐,The clown amused the children.
1094,definite,/ˈdefɪnət/,adj. 明确的；肯定的,Give a definite answer.
1095,independent,/ˌɪndɪˈpendənt/,adj. 独立的,She is independent of her parents.
1096,handmade,/ˌhændˈmeɪd/,adj. 手工制作的,This is a handmade bag.
